images_open_eye_path,images_yawn_path,label
/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/open_eye/s0012_04655_0_0_1_0_1_03.png,/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/yawn/360.jpg,1
/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/open_eye/s0001_02961_0_1_1_2_0_01.png,/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/yawn/394.jpg,1
/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/open_eye/s0001_02991_0_1_1_2_0_01.png,/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/yawn/232.jpg,1
/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/open_eye/s0001_03090_0_1_1_2_0_01.png,/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/yawn/300.jpg,1
/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/open_eye/s0012_04718_0_0_1_0_1_03.png,/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/yawn/227.jpg,1
/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/open_eye/s0012_04658_0_0_1_2_1_03.png,/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/yawn/288.jpg,1
/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/open_eye/s0001_02996_0_1_1_2_0_01.png,/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/yawn/420.jpg,1
/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/open_eye/s0001_03074_0_1_1_2_0_01.png,/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/yawn/220.jpg,1
/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/open_eye/s0001_02950_0_1_1_2_0_01.png,/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/yawn/246.jpg,1
/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/open_eye/s0012_04750_0_0_1_0_0_03.png,/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/yawn/412.jpg,1
/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/open_eye/s0001_02986_0_1_1_2_0_01.png,/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/yawn/307.jpg,1
/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/open_eye/s0001_03086_0_1_1_2_0_01.png,/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/yawn/351.jpg,1
/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/open_eye/s0001_02958_0_1_1_2_0_01.png,/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/yawn/269.jpg,1
/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/open_eye/s0001_02985_0_1_1_2_0_01.png,/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/yawn/251.jpg,1
/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/open_eye/s0012_04649_0_0_1_0_1_03.png,/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/yawn/275.jpg,1
/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/open_eye/s0001_03024_0_1_1_2_0_01.png,/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/yawn/253.jpg,1
/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/open_eye/s0001_03014_0_1_1_2_0_01.png,/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/yawn/266.jpg,1
/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/open_eye/s0012_04751_0_0_1_0_1_03.png,/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/yawn/303.jpg,1
/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/open_eye/s0001_02980_0_1_1_2_0_01.png,/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/yawn/279.jpg,1
/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/open_eye/s0012_04668_0_0_1_0_1_03.png,/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/yawn/258.jpg,1
/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/open_eye/s0012_04667_0_0_1_2_1_03.png,/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/yawn/263.jpg,1
/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/open_eye/s0001_03013_0_1_1_2_0_01.png,/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/yawn/419.jpg,1
/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/open_eye/s0001_02956_0_1_1_2_0_01.png,/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/yawn/222.jpg,1
/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/open_eye/s0012_04568_0_0_1_2_1_03.png,/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/yawn/418.jpg,1
/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/open_eye/s0012_04656_0_0_1_2_1_03.png,/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/yawn/247.jpg,1
/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/open_eye/s0001_03004_0_1_1_2_0_01.png,/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/yawn/382.jpg,1
/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/open_eye/s0001_03089_0_1_1_2_0_01.png,/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/yawn/260.jpg,1
/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/open_eye/s0001_03068_0_1_1_2_0_01.png,/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/yawn/322.jpg,1
/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/open_eye/s0001_03029_0_1_1_2_0_01.png,/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/yawn/415.jpg,1
/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/open_eye/s0001_03077_0_1_1_2_0_01.png,/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/yawn/368.jpg,1
/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/open_eye/s0001_03067_0_1_1_2_0_01.png,/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/yawn/352.jpg,1
/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/open_eye/s0001_03056_0_1_1_2_0_01.png,/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/yawn/286.jpg,1
/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/open_eye/s0001_03065_0_1_1_2_0_01.png,/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/yawn/425.jpg,1
/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/open_eye/s0012_04569_0_0_1_0_1_03.png,/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/yawn/264.jpg,1
/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/open_eye/s0001_02992_0_1_1_2_0_01.png,/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/yawn/301.jpg,1
/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/open_eye/s0001_02945_0_1_1_2_0_01.png,/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/yawn/369.jpg,1
/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/open_eye/s0012_04657_0_0_1_0_1_03.png,/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/yawn/408.jpg,1
/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/open_eye/s0012_04748_0_0_1_0_0_03.png,/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/yawn/298.jpg,1
/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/open_eye/s0001_02962_0_1_1_2_0_01.png,/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/yawn/325.jpg,1
/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/open_eye/s0001_03037_0_1_1_2_0_01.png,/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/yawn/323.jpg,1
/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/open_eye/s0001_03064_0_1_1_2_0_01.png,/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/yawn/313.jpg,1
/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/open_eye/s0001_02987_0_1_1_2_0_01.png,/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/yawn/261.jpg,1
/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/open_eye/s0012_04652_0_0_1_2_1_03.png,/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/yawn/244.jpg,1
/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/open_eye/s0012_04672_0_0_1_0_1_03.png,/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/yawn/295.jpg,1
/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/open_eye/s0012_04559_0_0_1_0_1_03.png,/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/yawn/406.jpg,1
/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/open_eye/s0001_03035_0_1_1_2_0_01.png,/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/yawn/249.jpg,1
/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/open_eye/s0001_03079_0_1_1_2_0_01.png,/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/yawn/404.jpg,1
/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/open_eye/s0001_02965_0_1_1_2_0_01.png,/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/yawn/332.jpg,1
/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/open_eye/s0001_02960_0_1_1_2_0_01.png,/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/yawn/414.jpg,1
/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/open_eye/s0012_04673_0_0_1_2_1_03.png,/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/yawn/348.jpg,1
/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/open_eye/s0012_04570_0_0_1_2_1_03.png,/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/yawn/393.jpg,1
/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/open_eye/s0012_04699_0_0_1_0_0_03.png,/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/yawn/241.jpg,1
/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/open_eye/s0001_03018_0_1_1_2_0_01.png,/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/yawn/228.jpg,1
/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/open_eye/s0001_03041_0_1_1_2_0_01.png,/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/yawn/285.jpg,1
/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/open_eye/s0012_04661_0_0_1_2_1_03.png,/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/yawn/304.jpg,1
/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/open_eye/s0001_02995_0_1_1_2_0_01.png,/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/yawn/238.jpg,1
/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/open_eye/s0001_03066_0_1_1_2_0_01.png,/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/yawn/287.jpg,1
/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/open_eye/s0001_03036_0_1_1_2_0_01.png,/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/yawn/284.jpg,1
/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/open_eye/s0001_03006_0_1_1_2_0_01.png,/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/yawn/339.jpg,1
/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/open_eye/s0012_04776_0_0_1_0_0_03.png,/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/yawn/310.jpg,1
/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/open_eye/s0001_03042_0_1_1_2_0_01.png,/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/yawn/346.jpg,1
/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/open_eye/s0001_03082_0_1_1_2_0_01.png,/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/yawn/370.jpg,1
/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/open_eye/s0001_03073_0_1_1_2_0_01.png,/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/yawn/259.jpg,1
/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/open_eye/s0012_04557_0_0_1_0_1_03.png,/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/yawn/365.jpg,1
/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/open_eye/s0012_04566_0_0_1_2_1_03.png,/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/yawn/355.jpg,1
/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/open_eye/s0001_02982_0_1_1_2_0_01.png,/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/yawn/297.jpg,1
/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/open_eye/s0001_02964_0_1_1_2_0_01.png,/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/yawn/371.jpg,1
/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/open_eye/s0012_04564_0_0_1_2_1_03.png,/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/yawn/343.jpg,1
/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/open_eye/s0001_03087_0_1_1_2_0_01.png,/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/yawn/256.jpg,1
/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/open_eye/s0012_04671_0_0_1_2_1_03.png,/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/yawn/375.jpg,1
/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/open_eye/s0001_03016_0_1_1_2_0_01.png,/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/yawn/353.jpg,1
/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/open_eye/s0001_03040_0_1_1_2_0_01.png,/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/yawn/349.jpg,1
/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/open_eye/s0012_04572_0_0_1_2_1_03.png,/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/yawn/316.jpg,1
/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/open_eye/s0001_03062_0_1_1_2_0_01.png,/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/yawn/416.jpg,1
/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/open_eye/s0012_04651_0_0_1_0_1_03.png,/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/yawn/356.jpg,1
/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/open_eye/s0001_03028_0_1_1_2_0_01.png,/Users/leilatawfik/Desktop/FALL 2025/ENGG680_ML_Project/Merged_Datasets/open_eye_yawn/yawn/318.jpg,1
